GeneName	ArcA	ArgR	CRP	CspA	CsrA	CysB	DcuR	ExuR	FadR	FecI	FIS	FNR	FruR	Fur	GatR	Hns	IclR	IHF	IscR	IlvY	LeuO	Lrp	LysR	MalT	MetJ	MetR	NadR	OxyR	PurR	RpoN	RpoS	XylR	YjbK	Str.Res.(SerineHydroxamate)
metC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.13637	0	0	0	0	0	0	0	0	0
glgS	0	0	1.47284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uxaA	0	0	0	0	0	0	0	0.535467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uxaC	0	0	0	0	0	0	0	1.00357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exuT	0	0	0	0	0	0	0	-1.26388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exuR	0	0	0	0	0	0	0	1.19708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
infB	0	0	0	0	0	0	0	0	0	0	0.263585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nusA	0	0	0	0	0	0	0	0	0	0	0.216541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yhbC	0	0	0	0	0	0	0	0	0	0	0.434607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.88792	0	0	0	0	0	0	0	0	0	0	0	0
gltD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.10255	0	0	0	0	0	0	0	0	0	0	0	0
gltF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.589299	0	0	0	0	0	0	0	0	0	0	0	0
mdh	-0.694297	0	-0.278158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
argR	0	0.0981706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yhdG	0	0	0	0	0	0	0	0	0	0	0.537451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.26729
fis	0	0	0	0	0	0	0	0	0	0	0.229648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.36423
b3356	0	0	-0.0288238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crp	0	0	0.276445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.651073
argD	0	-0.892137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nirB	0	0	0	0	0	0	0	0	0	0	0	-0.221957	-0.259954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nirD	0	0	0	0	0	0	0	0	0	0	0	0.46669	-0.0796416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nirC	0	0	0	0	0	0	0	0	0	0	0	0.301539	0.150503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cysG	0	0	0	0	0	0	0	0	0	0	0	-0.186459	0.334406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pckA	0	0	3.04788	0	1.78996	0	0	0	0	0	0	0	1.9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
envZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
malQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.633891	0	0	0	0	0	0	0	0	0	0
malP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535631	0	0	0	0	0	0	0	0	0	0
yhgB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274567	0	0	0	0
glgP	0	0	0.626779	0	-2.06434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glgA	0	0	1.0775	0	-2.22994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glgC	0	0	0.578217	0	-1.76614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glgB	0	0	0	0	-2.33435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugpQ	0	0	1.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugpC	0	0	0.599075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugpE	0	0	0.989218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugpA	0	0	1.01236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugpB	0	0	1.83232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
livF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.14969	0	0	0	0	0	0	0	0	0	0	0	0
livG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.10197	0	0	0	0	0	0	0	0	0	0	0	0
livM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.00547	0	0	0	0	0	0	0	0	0	0	0	0
livH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.304351	0	0	0	0	0	0	0	0	0	0	0	0
livK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.67779	0	0	0	0	0	0	0	0	0	0	0	0
livJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99326	0	0	0	0	0	0	0	0	0	0	0	0
uspA	0	0	0	0	0	0	0	0	0.324044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.754798
gor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.278969	0	0	0	0	0	0
dctA	-0.507256	0	0.874385	0	0	0	-0.820972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17778	0	0	0	0
xylB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09494	0	0
xylA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15515	0	0
xylF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44507	0	0
xylG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41153	0	0
xylH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672206	0	0
xylR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221103	0	0
malS	0	0	-0.138452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549458	0	0	0	0	0	0	0	0	0	0
aldB	0	0	1.24592	0	0	0	0	0	0	0	0.456186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09911	0	0	0
lldP	-0.21929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lctR	-0.0163563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lctD	0.108121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tdh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622048	0	0	0	0	0	0	0	0	0	0	0	0
kbl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296652	0	0	0	0	0	0	0	0	0	0	0	0
ilvN	0	0	0.740804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ilvB	0	0	1.34179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3672	0	0	0.239481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tnaL	0	0	0.0945043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tnaA	0	0	1.84076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tnaB	0	0	0.657316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pstS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.327097
ilvY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.144415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ilvC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyaA	0	0	-1.38441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118336	0.435512	0	0	0	0	0	0	0	0
fadA	0.112906	0	2.16603	0	0	0	0	0	0.719935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fadB	-0.102878	0	0.347313	0	0	0	0	0	2.65782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfkA	0	0	0	0	-1.0701	0	0	0	0	0	0	0	-0.981652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tpiA	0	0	0	0	0.0560408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.324694	0	0	0	0	0	0	0	0	0
metF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.61814	0	0	0	0	0	0	0	0	0.815075
katG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43298	0	0	1.16338	0	0	0
argE	0	-0.785259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
argC	0	0.33728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
argB	0	-1.13791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.372835
argH	0	-1.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxyR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.853794	0	0	0	0	0	0
trmA	0	0	0	0	0	0	0	0	0	0	-0.161728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.901738	0	0	0	0	0
purH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.941208	0	0	0	0	0
metA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802457	1.86397	0	0	0	0	0	0	0	-1.675
aceB	-2.63887	0	0	0	0	0	0	0	0	0	0	0	0.379651	0	0	0	0.819718	3.49556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aceA	-1.98338	0	0	0	-0.348727	0	0	0	0	0	0	0	-2.10515	0	0	0	0.906222	1.35551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aceK	-2.16753	0	0	0	0	0	0	0	0	0	0	0	-0.184521	0	0	0	0.544109	2.68109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iclR	0	0	0	0	0	0	0	0	-0.379503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700522	0	0	0	0	0	0	0	0
pgi	0	0	0	0	-0.583976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
malG	0	0	0.607006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.905963	0	0	0	0	0	0	0	0	0	0
malF	0	0	-0.0986957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10154	0	0	0	0	0	0	0	0	0	0
malE	0	0	0.801566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.397693	0	0	0	0	0	0	0	0	0	0
malK	0	0	0.606418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949928	0	0	0	0	0	0	0	0	0	0
lamB	0	0	1.38817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43615	0	0	0	0	0	0	0	0	0	0
malM	0	0	0.909062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48975	0	0	0	0	0	0	0	0	0	0
acs	0	0	0.996265	0	-3.03E-05	0	0	0	0	0	0	0.616873	0	0	0	0	-1.72995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737643	0	0	0
nrfA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrfB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrfC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrfD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrfE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrfG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proP	0	0	-0.175287	0	0	0	0	0	0	0	-0.440319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.208636	0	0	0
fumB	0	0	1.66493	0	0	0	-0.711311	0	0	0	0	-0.245067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcuB	0	0	-0.467293	0	0	0	0.678225	0	0	0	0	0.576485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763739	0	0	0	0	0	0	0	0	0	0	0	0
aspA	0	0	3.75713	0	0	0	0	0	0	0	0	-0.314684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frdD	0	0	0	0	0	0	0.504077	0	0	0	0	0.261002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frdC	0	0	0	0	0	0	0.419034	0	0	0	0	0.624105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frdB	0	0	0	0	0	0	1.76508	0	0	0	0	0.0443496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frdA	0	0	0	0	0	0	2.10131	0	0	0	0	0.0250542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cpdB	0	0	0.293737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fbp	0	0	0	0	0.633364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
argI	0	-0.925878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecE	0	0	0	0	0	0	0	0	0	0.496307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecD	0	0	0	0	0	0	0	0	0	-0.344826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecC	0	0	0	0	0	0	0	0	0	0.0508968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecB	0	0	0	0	0	0	0	0	0	0.052495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecA	0	0	0	0	0	0	0	0	0	1.41018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecR	0	0	0	0	0	0	0	0	0	2.40666	0	0	0	-0.152508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fecI	0	0	0	0	0	0	0	0	0	2.23863	0	0	0	-0.288255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
osmY	0	0	-3.42433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.192127	0	0	0	-3.8783	0	0	0	0	0	0	0	0	4.81812	0	0	0
arcA	1.16872	0	0	0	0	0	0	0	0	0	0	1.63266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2463	0	0	0.635701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
